Fish,Tank,Order,Time,Filter,Up/Down,Resting,Resting place,Hovering,Hovering place,Sinking/Floating,Transition type,Swimming,Stereotypic swimming,Stereotypic swimming group/batch,Stereotypic swimming type,Stereotypic swimming place,Stereotypic swimming number of repititions,Interation with surface,Interaction with surface type,Out of view,Nest building,Foraging
Phoenix,Large,3,10:00 AM,Filter,up,,,3.5,Just under surface,,,3.98,13.96,2,Pacing,Front wall,4,,,,,
Phoenix,Large,3,10:00 AM,Filter,up,,,,,,,10.81,28.2,3,Pacing,Front wall,11,,,,,
Phoenix,Large,3,10:00 AM,Filter,up,,,,,,,13.56,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,up,,,,,,,18.31,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,up,,,,,,,3.28,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,up,,,,,,,37.75,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,up,,,,,,,22.33,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,6.75,Mid water column,,,31.81,,,,,,3.08,Head shake/swim into wall,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,15.81,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,26.3,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,10.5,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,5.25,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,5.2,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,8.23,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,8.75,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,up,,,,,,,13.31,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,12.41,Surface,,,,,3.5,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,20.06,Surface,,,,,6.18,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,4.18,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,16.88,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,7.16,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,15.86,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,3.81,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,12.61,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,8.03,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,up,,,,,,,5.7,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,4.13,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,12.63,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,16,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,34.81,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,7.7,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,5.38,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,29.41,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,51.05,,,,,,,,,,
Phoenix,Barren,5,7:00 AM,Filter,up,,,,,,,4.5,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,7.03,Mid water column,5.48,Swim to rest (sinking),28.55,8.43,1,Pacing,Side tank,3,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,10.7,Mid water column,,,6.21,3.35,2,Pacing,Side tank,3,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,11.2,4.08,3,Circles,Side tank,3,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,15.41,2.68,3,Circles,Side tank,3,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,5.43,1.6,4,Circles,Side tank,4,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,14.65,29.61,4,Circles,Side tank,4,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,3.68,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,10.88,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,12.98,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,3.76,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,25.86,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,8.68,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,9.88,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,4.93,,,,,,,,,,
Phoenix,Barren,5,10:00 AM,Filter,up,,,,,,,5.23,,,,,,,,,,
Phoenix,Barren,5,2:00 PM,Filter,up,,,,,,,17.06,,,,,,,,,,
Phoenix,Barren,5,2:00 PM,Filter,up,,,,,,,8.75,,,,,,,,,,
Phoenix,Barren,5,2:00 PM,Filter,up,,,,,,,6.41,,,,,,,,,,
Phoenix,Barren,5,2:00 PM,Filter,up,,,,,,,4.41,,,,,,,,,,
Phoenix,Barren,5,2:00 PM,Filter,up,,,,,,,2.91,,,,,,,,,,
Phoenix,Barren,5,2:00 PM,Filter,up,,,,,,,6.23,,,,,,,,,,
Phoenix,Barren,5,6:00 PM,Filter,up,,,7.15,Just under surface,,,5,,,,,,,,,,
Phoenix,Barren,5,6:00 PM,Filter,up,,,,,,,27.83,,,,,,,,,,
Phoenix,Barren,5,6:00 PM,Filter,up,,,,,,,5.43,,,,,,,,,,
Phoenix,Barren,5,6:00 PM,Filter,up,,,,,,,4.06,,,,,,,,,,
Phoenix,Barren,5,6:00 PM,Filter,up,,,,,,,14.06,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,13.63,Floor,,,,,8.31,,,,,,6.88,Head into surface,,,
Phoenix,Medium,1,7:00 AM,Filter,down,13.41,Floor,,,,,6.98,3.43,1,Pacing,Front wall,6,2.86,Fold into ground/scraped side,,,13.16
Phoenix,Medium,1,7:00 AM,Filter,down,4.26,Floor,,,,,6.18,2.6,1,Pacing,Front wall,6,7.75,Fold into ground/scraped side,,,23.18
Phoenix,Jar,2,7:00 AM,,down,4,Floor,,,,,4.53,,,,,,4.31,Head into surface,,,
Phoenix,Jar,2,7:00 AM,,down,39.41,Floor,,,,,5.01,,,,,,6.38,Head into surface,,,
Phoenix,Medium,1,2:00 PM,Filter,down,22.26,Floor,,,,,8.8,1.76,4,Pacing,Front wall,7,2.95,Head into surface,,,
Phoenix,Barren,5,7:00 AM,Filter,down,7.61,Floor,8.35,Mid water column,,,1.91,,,,,,7.3,Head into surface,,,7.06
Phoenix,Barren,5,7:00 AM,Filter,down,22.3,Floor,16.86,Above ground,,,6.96,,,,,,1.41,Head into surface,,,2.63
Phoenix,Jar,2,7:00 AM,,down,4,Floor,,,,,9.48,,,,,,3.8,Head shake/swim into wall,,,
Phoenix,Jar,2,2:00 PM,,down,13.63,Floor,7,Mid water column,,,1.18,,,,,,6.35,Head shake/swim into wall,,,2.56
Phoenix,Jar,2,7:00 AM,,down,4.05,Floor,,,,,13.01,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,8.66,Floor,,,,,10.4,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,5.33,Floor,,,,,8.28,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,9.95,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,4.35,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,3.31,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,2.83,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,1.76,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,3.63,,,,,,,,,,
Phoenix,Jar,2,7:00 AM,,down,,,,,,,2.55,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,129.7,Floor,,,,,9.91,17.43,1,Pacing,Unsure,3,,,,,
Phoenix,Jar,2,10:00 AM,,down,36.91,Floor,,,,,6.08,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,15.83,Floor,,,,,1.75,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,7.75,Floor,,,,,6.51,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,3,Floor,,,,,4.8,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,,,,,,,2.01,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,,,,,,,3.23,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,,,,,,,1,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,,,,,,,3.08,,,,,,,,,,
Phoenix,Jar,2,10:00 AM,,down,,,,,,,33.8,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,69.75,Floor,,,,,4.5,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,2.61,Floor,,,,,1.53,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,188.94,Floor,,,,,5.88,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,60.4,Floor,,,,,5.81,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,27.61,Floor,,,,,2.71,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,22.36,Floor,,,,,5.91,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,,,,,,,2.96,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,,,,,,,4.03,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,,,,,,,1.9,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,,,,,,,10.51,,,,,,,,,,
Phoenix,Jar,2,2:00 PM,,down,,,,,,,15.1,,,,,,,,,,
Phoenix,Jar,2,6:00 PM,,down,25.18,Floor,,,,,13.81,,,,,,,,1.85,,
Phoenix,Jar,2,6:00 PM,,down,43.1,Floor,,,,,4.05,,,,,,,,,,
Phoenix,Jar,2,6:00 PM,,down,300.89,Floor,,,,,7.91,,,,,,,,,,
Phoenix,Jar,2,6:00 PM,,down,80.35,Floor,,,,,1.26,,,,,,,,,,
Phoenix,Jar,2,6:00 PM,,down,,,,,,,10.87,,,,,,,,,,
Phoenix,Jar,2,6:00 PM,,down,,,,,,,1.45,,,,,,,,,,
Phoenix,Small,4,7:00 AM,,down,5.23,Floor,,,,,3.81,,,,,,,,,,
Phoenix,Small,4,7:00 AM,,down,25.3,Floor,,,,,13.95,,,,,,,,,,
Phoenix,Small,4,7:00 AM,,down,,,,,,,10.08,,,,,,,,,,
Phoenix,Small,4,7:00 AM,,down,,,,,,,7.08,,,,,,,,,,
Phoenix,Small,4,7:00 AM,,down,,,,,,,6.6,,,,,,,,,,
Phoenix,Small,4,10:00 AM,,down,,,,,,,9.35,,,,,,,,,,
Phoenix,Small,4,2:00 PM,,down,11.61,Floor,,,,,7.56,,,,,,,,,,
Phoenix,Small,4,2:00 PM,,down,,,,,,,4.73,,,,,,,,,,
Phoenix,Small,4,2:00 PM,,down,,,,,,,16.91,,,,,,,,,,
Phoenix,Small,4,2:00 PM,,down,,,,,,,8.85,,,,,,,,,,
Phoenix,Small,4,6:00 PM,,down,30.1,Floor,,,,,4.91,,,,,,,,,,
Phoenix,Small,4,6:00 PM,,down,40.7,Floor,,,,,2.25,,,,,,,,,,
Phoenix,Small,4,6:00 PM,,down,,,,,,,4.85,,,,,,,,,,
Phoenix,Small,4,6:00 PM,,down,,,,,,,2.85,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,4.88,Floor,,,,,3.35,1.91,1,Pacing,Front wall,6,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,7.18,Floor,,,,,7.16,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,3.43,Floor,,,,,7.6,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,3.41,Floor,,,,,4.45,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,1.83,Floor,,,,,2.26,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,15.93,Floor,,,,,3,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,8.43,Floor,,,,,2.05,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,33.05,Floor,,,,,4.55,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,4.26,Floor,,,,,1.98,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,56.08,Floor,,,,,4.2,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,2.48,Floor,,,,,4.8,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,6.51,Floor,,,,,4.48,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,13.2,Under or against plant,,,,,5.85,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,11.53,Under or against plant,,,,,2.06,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,15.68,Under or against plant,,,,,2.56,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,6.28,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,2.23,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,9.95,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,6.75,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,3.26,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,15.1,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,10.45,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,9.53,,,,,,,,,,
Phoenix,Medium,1,7:00 AM,Filter,down,,,,,,,10.61,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,33.55,Under or against plant,,,,,2.85,4.26,2,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,13.33,Floor,,,,,6.11,4.8,2,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,9.01,Under or against plant,,,,,8.61,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,21.35,Under or against plant,,,,,4.5,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,17.75,Plant leaves,,,,,4.98,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,11.81,Floor,,,,,2.81,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,70.5,Floor,,,,,3.11,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,3.85,Floor,,,,,5.56,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,25.86,Floor,,,,,8.81,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,53.08,Floor,,,,,7.5,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,10.65,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,22.91,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,8.58,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,3.31,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,3.95,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,9.45,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,10.93,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,27.65,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,6.78,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,3.18,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,2.78,,,,,,,,,,
Phoenix,Medium,1,10:00 AM,Filter,down,,,,,,,8.9,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,20.1,Floor,,,,,2.71,1.96,4,Pacing,Front wall,7,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,22.01,Floor,,,,,2.18,3.28,5,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,37.45,Floor,,,,,2.68,12.08,6,Pacing,Front wall,6,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,13.81,Floor,,,,,6.11,1.76,7,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,159.22,Floor,,,,,1.93,2.08,7,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,2.36,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,2.46,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,3.35,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,2.46,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,1.95,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,2.86,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,7.65,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,9.18,,,,,,,,,,
Phoenix,Medium,1,2:00 PM,Filter,down,,,,,,,5.16,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,38.53,Floor,,,,,2.6,3.35,2,Pacing,Front wall,3,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,40.33,Floor,,,,,3.23,3.68,2,Pacing,Front wall,3,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,15.86,Floor,,,,,4.15,2.35,3,Pacing,Front wall,3,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,59.87,Floor,,,,,7.48,23.86,4,Pacing,Front wall,9,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,6.7,Floor,,,,,1.5,2,5,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,46.81,Under or against plant,,,,,3.48,3.48,5,Pacing,Front wall,4,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,12.93,Under or against plant,,,,,3.51,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,3.93,Floor,,,,,2.21,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,23.75,Under or against plant,,,,,4.51,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,38.98,Floor,,,,,7.75,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,13.18,Floor,,,,,11.81,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,,,,,,,4.71,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,,,,,,,4.81,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,,,,,,,8.38,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,,,,,,,3.06,,,,,,,,,,
Phoenix,Medium,1,6:00 PM,Filter,down,,,,,,,3.5,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,18.01,Floor,,,,,18.83,21.11,1,Pacing,Front wall,6,,,,,3.56
Phoenix,Large,3,7:00 AM,Filter,down,12.31,Floor,,,,,8.33,,,,,,,,,,5.93
Phoenix,Large,3,7:00 AM,Filter,down,23.68,Floor,,,,,12.41,,,,,,,,,,8.23
Phoenix,Large,3,7:00 AM,Filter,down,8.55,Floor,,,,,5.46,,,,,,,,,,25.18
Phoenix,Large,3,7:00 AM,Filter,down,11.05,Floor,,,,,12.06,,,,,,,,,,5.5
Phoenix,Large,3,7:00 AM,Filter,down,4.45,Inside barrel,,,,,15.38,,,,,,,,,,8.96
Phoenix,Large,3,7:00 AM,Filter,down,6.38,Under or against plant,,,,,7.21,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,14.95,Floor,,,,,15.86,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,5.58,Floor,,,,,5.7,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,2.61,Floor,,,,,3.48,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,41.43,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,2.43,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,8.46,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,8.75,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,2.08,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,6.46,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,5.95,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,7.38,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,24.88,,,,,,,,,,
Phoenix,Large,3,7:00 AM,Filter,down,,,,,,,24.5,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,2.45,Floor,10.71,Inside barrel,,,12.45,,,,,,,,66.08,,
Phoenix,Large,3,10:00 AM,Filter,down,6.56,Floor,,,,,8.83,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,17.61,Under or against plant,,,,,19.38,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,8.81,Floor,,,,,5.98,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,2.85,Floor,,,,,12.98,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,28.73,Floor,,,,,6.51,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,5.23,Inside barrel,,,,,8.71,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,6.81,Floor,,,,,1.5,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,30,Floor,,,,,27.58,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,15.86,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,2.7,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,2.9,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,8.6,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,3.26,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,8.76,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,6.31,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,44.66,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,15.01,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,2.46,,,,,,,,,,
Phoenix,Large,3,10:00 AM,Filter,down,,,,,,,5.03,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,8.01,Floor,,,,,5.58,32.33,1,Pacing,Front wall,5,,,,,3.71
Phoenix,Large,3,2:00 PM,Filter,down,3.4,Floor,,,,,4.03,21.6,2,Pacing,Front wall,3,,,,,5.6
Phoenix,Large,3,2:00 PM,Filter,down,3.3,Floor,,,,,3.78,29.28,3,Pacing,Front wall,5,,,,,7.3
Phoenix,Large,3,2:00 PM,Filter,down,5.13,Floor,,,,,2.88,,,,,,,,,,4.88
Phoenix,Large,3,2:00 PM,Filter,down,17.26,Floor,,,,,7.06,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,6.41,Floor,,,,,4.21,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,6.01,Floor,,,,,9.85,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,5.81,Floor,,,,,13.91,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,7.7,Floor,,,,,2.43,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,2.8,Floor,,,,,3.21,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,11.1,Floor,,,,,13.78,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,16.36,Floor,,,,,1.11,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,6.81,Floor,,,,,14.51,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,19.53,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,12.56,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,20.35,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,8.56,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,9.23,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,25.83,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,22.3,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,22.91,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,5.23,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,11.71,,,,,,,,,,
Phoenix,Large,3,2:00 PM,Filter,down,,,,,,,11.93,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,3.65,Floor,,,,,16.11,27.71,1,Pacing,Front wall,4,,,,,7.8
Phoenix,Large,3,6:00 PM,Filter,down,3.48,Floor,,,,,5.6,25.21,2,Pacing,Front wall,4,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,3.21,Floor,,,,,5,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,7.26,Floor,,,,,4.46,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,2.95,Floor,,,,,6.33,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,14.71,Floor,,,,,4,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,6.75,On or against barrel,,,,,26.96,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,9.68,On or against barrel,,,,,13.33,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,32.25,On or against barrel,,,,,12,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,11.85,Under or against plant,,,,,8.8,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,9.1,Floor,,,,,5.51,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,25.86,Floor,,,,,37.35,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,6.15,Floor,,,,,10.93,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,20.53,Floor,,,,,10.98,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,,,,,,,20.06,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,,,,,,,3.15,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,,,,,,,3.85,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,,,,,,,8.2,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,,,,,,,12.36,,,,,,,,,,
Phoenix,Large,3,6:00 PM,Filter,down,,,,,,,10.85,,,,,,,,,,
